ARNT	ATF3	ATF7	BHLHE40	BRCA1	CDC5L	FOXA1	IKZF1	KLF16	MAFK	MGA	MNT	NFIC	NRF1	PKNOX1	REST	STAT5A	TAL1	TCF12	TEAD4	THRA
ARMC12	4	5	7	7	0	1	0	10	4	4	6	4	6	8	7	5	1	2	2	6	0
SRPK1	1	3	3	1	0	1	0	3	0	1	1	1	5	3	1	2	1	2	0	0	0
SLC26A8	5	3	5	1	0	0	0	3	1	2	0	0	5	2	2	1	2	2	2	5	0
MAPK14	5	4	6	1	0	0	0	5	1	2	0	0	6	2	3	1	2	3	2	5	0
MAPK13	3	5	4	8	0	1	0	8	5	4	9	3	8	2	8	7	6	7	7	6	0
BRPF3	0	1	2	1	0	0	0	3	0	0	1	0	6	2	3	2	0	1	2	2	0
C6orf222	3	11	11	10	0	0	0	7	3	5	4	1	8	10	9	3	2	2	3	4	0
ETV7	3	9	9	7	0	0	0	7	3	4	6	3	6	8	6	3	2	3	5	4	0
KCTD20	5	6	8	4	0	1	0	11	2	4	4	3	6	4	6	4	2	4	3	5	0
STK38	3	6	4	0	0	0	0	8	1	2	7	4	4	2	3	3	0	1	2	3	0
SRSF3	3	7	8	2	0	0	0	10	4	5	8	4	5	3	4	5	1	1	2	5	0
CDKN1A	0	9	5	7	0	1	0	4	4	3	4	3	6	7	2	5	0	2	0	3	0
CPNE5	5	2	9	12	0	1	0	9	4	2	13	5	10	11	12	6	3	4	5	5	2
C6orf89	3	3	8	9	0	1	0	8	4	3	9	5	10	10	11	6	3	5	6	5	2
PPIL1	3	3	8	9	0	1	0	8	4	3	9	5	10	10	11	6	3	5	6	5	2
PI16	1	6	4	3	0	1	0	6	2	1	2	1	6	3	4	2	2	3	3	3	0
MTCH1	7	7	10	6	0	2	1	7	6	2	2	3	13	7	8	6	2	3	3	7	0
FGD2	7	4	15	8	0	4	1	12	5	2	8	7	18	8	9	8	4	3	5	11	0
PIM1	13	5	21	16	0	4	0	27	3	7	6	1	11	7	11	11	3	9	4	10	0
TBC1D22B	6	9	13	2	0	1	0	15	4	4	4	5	11	8	17	6	4	6	3	8	0
TMEM217	6	9	13	2	0	1	0	15	4	4	4	5	11	8	17	6	4	6	3	8	0
RNF8	3	1	4	1	0	2	0	4	4	4	3	4	6	5	6	4	2	4	5	6	0
CMTR1	3	1	4	3	0	0	0	8	2	1	3	4	5	5	6	3	2	3	5	4	0
CCDC167	1	2	4	2	0	1	0	4	2	2	1	2	6	3	4	6	2	3	3	4	0
MDGA1	1	5	4	3	0	0	0	6	4	5	1	1	4	6	1	7	3	2	3	5	0
ZFAND3	3	2	8	6	0	1	0	6	2	2	0	3	4	4	3	2	0	0	2	6	0
BTBD9	0	3	3	1	0	0	0	0	2	0	2	1	3	1	4	1	0	0	0	0	0
GLO1	0	1	2	1	0	0	0	4	1	1	1	4	5	1	1	2	0	0	0	0	0
DNAH8	0	1	2	1	0	0	0	4	1	1	1	4	5	1	1	2	0	0	0	0	0
GLP1R	1	1	0	2	0	0	0	2	3	1	0	0	2	1	2	3	0	2	2	2	0
SAYSD1	0	0	2	2	0	0	0	1	1	2	3	3	0	1	2	5	0	0	0	1	0
KCNK5	1	6	6	6	0	0	0	11	3	2	2	4	6	5	4	7	2	5	7	9	0
KCNK17	0	1	1	0	0	0	0	1	2	0	0	0	1	1	1	5	0	0	0	0	0
KIF6	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DAAM2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MOCS1	0	1	3	1	0	0	0	1	0	0	3	0	2	1	3	3	0	1	0	0	0
LRFN2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0
TSPO2	0	4	8	3	0	0	0	7	3	1	3	4	3	3	4	3	0	1	2	2	0
OARD1	0	3	6	2	0	0	0	5	3	0	2	3	4	3	3	2	0	0	1	1	0
NFYA	0	3	6	2	0	0	0	5	3	0	2	3	4	3	3	2	0	0	1	1	0
TREML1	1	2	1	1	0	0	0	1	2	1	2	0	3	4	1	1	2	3	4	4	0
TREM2	1	2	1	1	0	0	0	1	2	1	2	0	3	4	1	1	2	3	4	4	0
TREML2	1	3	1	1	0	0	0	1	2	1	2	0	3	4	1	2	2	4	5	4	0
TREM1	3	3	4	3	0	0	0	2	3	1	5	2	7	2	3	2	2	2	2	4	0
NCR2	1	3	3	3	0	0	0	1	3	1	3	1	5	1	2	2	1	1	1	3	0
FOXP4	1	1	5	3	0	1	0	9	1	2	3	1	3	5	2	2	0	2	0	4	0
MDFI	1	0	3	3	0	0	0	2	2	0	0	0	3	1	1	5	0	1	0	1	0
TFEB	1	5	7	3	0	0	0	8	4	1	0	1	4	5	7	7	0	3	3	6	0
FRS3	4	4	10	4	0	1	0	9	5	2	0	5	6	6	9	7	4	5	7	8	0
PRICKLE4	4	4	10	4	0	1	0	9	5	2	0	5	6	6	9	7	4	5	7	8	0
USP49	4	3	6	8	0	3	0	12	5	3	4	9	6	9	13	7	2	3	4	7	0
MED20	7	7	9	7	0	5	0	18	5	6	6	9	8	11	16	7	2	4	4	10	0
BYSL	7	7	9	7	0	5	0	18	5	6	6	9	8	11	16	7	2	4	4	10	0
CCND3	9	3	17	8	0	3	0	18	8	5	3	4	7	14	12	10	3	6	6	11	1
TAF8	9	4	17	8	0	3	0	19	8	6	3	4	7	15	13	10	3	6	6	11	1
MRPS10	5	8	8	4	0	1	0	8	2	1	7	3	12	7	8	10	2	4	3	5	0
TRERF1	0	6	0	0	0	0	0	3	0	1	2	0	3	1	5	0	0	2	2	1	0
UBR2	4	5	4	2	0	0	1	5	2	4	1	3	4	4	8	2	0	0	0	5	0
TBCC	2	10	6	2	0	0	0	7	0	4	3	4	8	8	5	2	0	2	2	5	1
GLTSCR1L	2	10	6	2	0	0	0	7	0	3	3	4	8	8	5	2	0	2	2	5	1
RPL7L1	2	0	7	3	0	1	0	6	0	3	4	7	8	2	2	1	0	2	5	4	0
CNPY3	2	4	8	3	0	1	0	6	0	2	4	7	10	2	3	3	0	2	5	4	0
GNMT	1	4	8	3	0	0	0	7	0	3	3	5	5	6	4	3	0	0	1	1	0
PEX6	2	4	9	4	0	1	0	10	0	3	3	9	6	9	6	3	0	0	2	2	0
PPP2R5D	2	2	7	3	0	1	0	10	0	3	1	7	5	8	5	3	0	0	2	2	0
KLHDC3	4	2	12	4	0	3	0	12	0	4	1	10	6	12	8	2	2	1	2	3	0
MEA1	4	2	12	4	0	3	0	13	0	4	1	10	6	12	8	1	2	1	2	3	0
RRP36	4	1	12	4	0	3	0	13	0	3	1	10	6	12	7	2	2	1	2	3	0
CUL7	3	0	7	3	0	3	0	9	0	4	1	7	3	10	6	2	2	2	3	4	0
MRPL2	3	0	7	3	0	3	0	9	0	4	1	7	4	10	6	1	2	2	3	4	0
KLC4	3	0	7	3	0	3	0	9	0	4	1	7	4	10	6	1	2	2	3	4	0
PTK7	5	1	7	4	0	3	0	6	0	4	3	4	2	7	5	1	2	2	1	2	0
SRF	2	0	10	6	0	2	0	16	4	2	3	6	5	9	5	3	2	3	3	6	1
CUL9	2	0	11	7	0	2	0	18	4	5	5	7	5	9	5	3	2	4	4	8	1
DNPH1	4	0	6	6	0	2	1	9	5	5	5	8	8	5	2	5	2	6	6	5	1
CRIP3	2	2	1	2	0	0	1	3	2	1	1	2	2	4	1	5	0	2	2	2	0
ZNF318	2	6	2	2	0	0	0	10	2	1	1	1	5	3	2	2	0	3	2	4	0
ABCC10	2	6	3	4	0	0	1	7	3	1	3	3	8	4	4	2	0	3	2	2	0
DLK2	0	4	2	3	0	0	1	4	2	0	2	3	5	3	5	4	0	0	0	2	1
TJAP1	0	4	4	5	0	1	0	5	3	0	2	5	7	5	7	6	0	0	0	2	1
YIPF3	0	2	2	2	0	1	0	3	2	0	0	3	3	3	5	4	0	0	0	2	1
POLR1C	0	2	2	2	0	1	0	3	2	0	0	3	3	3	5	4	0	0	0	2	1
XPO5	2	4	5	3	0	0	0	2	0	1	1	5	5	3	6	1	1	2	1	3	0
POLH	2	4	5	3	0	0	0	2	0	1	1	5	5	3	6	1	1	2	1	3	0
GTPBP2	5	8	11	10	0	1	0	11	5	2	1	2	9	13	9	8	3	6	4	8	0
MAD2L1BP	5	8	11	10	0	1	0	11	5	2	1	2	9	13	9	8	3	6	4	8	0
RSPH9	5	9	12	11	0	1	0	11	5	2	1	2	9	14	9	9	3	6	4	9	0
MRPS18A	4	11	8	7	0	1	1	14	6	1	3	2	15	8	9	7	3	4	4	8	0
VEGFA	5	4	9	6	0	3	0	19	7	4	4	6	16	9	12	10	1	7	6	9	0
C6orf223	7	13	8	8	0	3	0	16	1	5	16	5	11	6	9	9	1	3	3	3	0
TMEM63B	3	1	6	4	0	0	0	8	3	2	0	4	8	6	6	4	2	3	4	4	0
MRPL14	3	1	6	4	0	0	0	8	3	2	0	4	8	6	6	4	2	3	4	4	0
SLC29A1	7	9	13	10	0	5	0	25	7	4	11	8	15	20	14	11	1	8	5	8	0
HSP90AB1	6	7	12	9	0	4	0	21	7	4	8	8	13	20	12	12	1	8	5	8	0
SLC35B2	4	6	12	9	0	4	0	18	8	4	5	7	12	20	9	13	1	8	5	9	0
NFKBIE	5	6	13	10	0	5	0	17	9	5	5	8	13	21	10	14	1	8	6	10	0
TMEM151B	5	6	12	10	0	5	0	16	8	5	4	8	13	17	10	13	1	8	6	10	0
AARS2	2	2	4	2	0	2	0	7	3	2	1	2	2	6	1	7	0	2	3	4	0
CDC5L	0	3	3	0	0	0	0	1	0	0	2	1	3	2	2	3	0	1	2	3	0
RUNX2	3	4	2	1	0	0	1	5	2	1	4	4	6	1	1	2	2	2	2	2	0
SUPT3H	2	6	1	1	0	0	0	4	1	2	5	2	4	2	0	4	1	1	1	1	0
CLIC5	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENPP4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENPP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RCAN2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP39A1	0	0	1	0	0	0	0	0	1	2	1	0	0	2	1	2	0	0	0	0	0
SLC25A27	0	0	1	0	0	0	0	0	1	2	1	0	0	2	1	2	0	0	0	0	0
TDRD6	0	0	1	0	0	0	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0
PLA2G7	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0
TNFRSF21	1	1	1	1	0	0	0	1	0	1	1	1	2	1	1	1	0	0	0	0	0
CD2AP	1	1	1	1	0	1	0	4	1	4	3	1	4	1	1	0	0	4	3	2	0
MUT	0	1	1	1	0	0	0	2	1	1	1	2	1	2	1	1	0	0	0	1	0
CENPQ	0	1	1	1	0	0	0	2	1	1	1	2	1	2	1	1	0	0	0	1	0
C6orf141	0	6	2	2	0	0	1	1	1	2	3	0	6	2	3	2	2	4	2	4	0
RHAG	5	5	3	1	0	0	0	12	2	1	5	1	9	0	6	4	2	3	4	4	0
CRISP2	1	4	2	2	0	0	0	4	1	1	3	0	6	0	1	0	1	3	3	2	0
CRISP3	1	2	0	2	0	0	0	5	3	1	4	0	9	0	3	0	2	4	3	4	0
TFAP2B	1	2	2	1	0	0	0	1	1	0	1	0	2	0	1	1	0	1	1	3	0
MCM3	2	6	6	1	0	0	0	5	4	1	1	3	2	4	5	3	0	2	2	5	0
PAQR8	2	11	10	3	0	0	0	7	0	1	2	1	4	2	4	3	0	2	2	4	0
EFHC1	0	6	5	2	0	1	0	7	0	2	1	2	3	1	1	2	1	2	2	4	0
TRAM2	1	4	6	5	0	0	0	5	3	3	7	3	1	2	3	7	0	3	3	3	0
TMEM14A	1	7	2	1	0	1	0	4	2	0	4	3	3	3	2	4	1	2	2	4	0
GSTA4	2	2	2	2	0	1	0	5	2	4	2	2	2	1	3	1	0	3	4	3	0
ICK	0	2	4	2	0	0	0	3	3	4	2	3	3	3	4	1	1	2	2	4	0
FBXO9	0	2	4	2	0	0	0	3	3	4	2	3	3	3	4	1	1	2	2	4	0
GCM1	0	1	1	2	0	0	0	1	2	1	1	0	4	0	2	1	0	1	1	1	0
ELOVL5	1	4	4	3	0	1	0	5	1	2	5	5	7	4	3	0	1	4	3	6	2
GCLC	0	2	3	4	0	0	0	2	1	4	6	4	1	3	6	3	1	2	3	3	0
LRRC1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MLIP	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
TINAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM83B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL21A1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0
DST	0	1	2	0	0	0	0	1	1	2	4	2	2	4	4	2	0	1	1	2	0
BEND6	0	1	2	0	0	0	0	1	1	2	4	2	2	4	3	2	0	1	1	2	0
KIAA1586	1	3	4	2	0	2	0	6	1	1	3	3	5	4	5	3	1	4	3	4	0
ZNF451	1	2	4	2	0	0	0	4	1	0	3	3	2	4	4	1	1	2	2	3	0
BAG2	0	2	2	1	0	0	0	3	0	1	3	2	3	3	2	2	0	0	1	3	0
RAB23	0	2	5	1	0	0	0	4	0	2	3	2	3	3	2	3	0	0	1	4	0
PRIM2	0	0	2	0	0	1	0	1	1	1	1	2	1	1	1	2	0	0	0	2	0
KHDRBS2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PTP4A1	0	8	2	1	0	0	0	3	1	3	5	2	4	5	3	3	0	0	0	0	0
PHF3	0	7	1	1	0	0	0	3	0	4	4	2	3	3	2	2	0	0	0	0	0
EYS	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LMBRD1	2	1	2	1	0	0	1	3	3	0	0	1	4	3	4	1	1	3	2	2	0
COL19A1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	0
FAM135A	1	11	3	0	0	1	1	4	4	3	2	2	4	3	4	5	3	4	3	5	0
SMAP1	0	3	1	2	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0
OGFRL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RIMS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ5	0	3	2	1	0	0	0	0	1	0	3	1	1	1	0	1	1	1	1	3	0
KHDC1L	0	3	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0
KHDC1	0	2	2	1	0	0	0	5	1	0	4	0	2	1	3	1	1	2	1	1	0
DDX43	0	2	4	0	0	0	0	1	1	1	3	0	3	1	3	2	2	1	3	3	0
MB21D1	2	4	3	0	0	0	0	0	0	0	3	1	1	1	5	0	2	2	3	3	0
MTO1	2	3	3	0	0	0	0	1	0	0	3	2	2	1	5	0	2	3	4	3	0
EEF1A1	2	5	6	3	0	1	0	8	1	1	5	7	7	3	6	5	3	3	2	10	0
SLC17A5	0	0	1	1	0	0	0	0	1	1	1	0	1	2	3	3	0	1	1	0	0
CD109	0	5	1	1	0	0	0	0	1	1	1	0	2	3	2	4	0	0	0	0	0
COL12A1	0	2	3	1	0	0	0	0	0	2	1	0	1	1	1	2	0	0	0	1	0
COX7A2	1	3	5	2	0	0	0	1	0	2	3	2	3	2	3	3	0	2	1	3	0
TMEM30A	1	4	5	2	0	0	0	1	0	2	3	2	4	2	3	2	0	2	1	3	0
FILIP1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0
SENP6	0	3	1	0	0	0	0	2	0	2	1	0	2	0	3	0	1	2	3	2	0
MYO6	0	2	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	1	0	0
HTR1B	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHIP	0	1	2	1	0	0	0	2	0	2	0	3	1	3	0	1	0	0	1	1	0
HMGN3	0	0	2	2	0	0	0	1	1	0	3	1	1	2	1	0	0	1	1	2	0
LCA5	2	2	5	2	0	0	0	5	3	1	3	1	1	6	4	3	2	3	2	3	0
SH3BGRL2	2	2	1	0	0	0	0	3	1	3	2	1	6	1	3	2	2	2	2	2	0
ELOVL4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TTK	0	1	1	1	0	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0
BCKDHB	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	2	1	1	0
FAM46A	0	2	0	2	0	0	0	2	1	0	2	0	1	2	0	1	0	0	0	1	0
IBTK	1	1	4	1	0	0	1	2	1	2	1	1	3	3	3	2	1	1	1	1	1
TPBG	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
UBE3D	0	0	3	1	0	0	0	1	1	0	3	2	2	3	2	4	0	1	1	1	0
DOPEY1	0	0	3	1	0	0	0	1	1	0	3	2	2	3	2	4	0	1	1	1	0
RWDD2A	0	2	1	0	0	1	0	2	0	1	0	2	1	2	1	2	1	1	1	3	0
PGM3	0	2	1	0	0	1	0	2	0	1	0	2	1	2	1	2	1	1	1	3	0
ME1	1	3	3	2	0	0	1	4	2	3	3	1	3	2	3	2	1	1	1	3	0
PRSS35	0	0	1	1	0	0	0	2	1	0	1	0	0	0	2	2	0	0	0	1	0
SNAP91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RIPPLY2	0	1	3	2	0	1	0	2	0	2	2	2	3	2	2	3	1	0	1	2	2
CYB5R4	0	1	3	2	0	1	0	2	0	2	1	2	3	1	2	3	1	0	1	2	2
MRAP2	1	2	3	2	0	2	0	3	1	0	4	1	3	4	4	2	3	6	5	6	0
TBX18	0	1	4	1	0	0	0	4	0	1	4	1	3	5	2	1	0	1	0	1	0
NT5E	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	1	0	1	0	0	0
SNX14	0	3	4	2	0	1	0	3	0	1	6	7	7	5	4	3	0	1	0	1	0
SYNCRIP	2	3	6	5	0	1	0	6	0	0	9	10	7	5	4	3	0	1	0	2	0
CGA	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ZNF292	1	1	2	1	0	0	0	2	0	0	1	1	2	2	0	1	0	2	1	2	0
SMIM8	0	4	2	1	0	0	0	3	2	0	3	0	4	3	3	3	1	1	4	2	0
SLC35A1	1	2	3	1	0	0	0	1	0	1	0	1	1	2	2	2	0	0	0	0	0
RARS2	0	1	2	0	0	0	0	0	0	0	1	1	3	2	3	1	0	1	0	1	0
ORC3	0	1	2	0	0	0	0	0	0	0	1	1	3	2	3	1	0	1	0	1	0
AKIRIN2	2	6	4	1	0	1	1	3	1	4	4	5	8	4	8	4	2	2	3	4	0
CNR1	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	1	1	1	0
RNGTT	0	1	2	0	0	0	1	1	0	0	1	2	2	3	0	1	0	2	2	2	0
PNRC1	2	3	4	1	0	0	0	2	1	2	1	0	7	4	2	0	1	1	1	2	0
SRSF12	0	3	4	1	0	0	0	1	1	1	0	0	7	6	1	0	1	1	1	1	0
UBE2J1	0	3	2	2	0	0	0	3	1	0	3	0	4	2	2	2	1	1	1	1	1
RRAGD	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	1	0	1	0
ANKRD6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	1	0
LYRM2	0	1	2	1	0	0	0	0	1	0	1	1	2	1	0	2	0	0	0	0	0
MDN1	0	1	2	1	0	0	0	2	1	1	1	2	3	3	3	0	2	2	3	4	0
BACH2	0	6	2	2	0	0	0	2	0	3	1	1	2	0	1	2	0	1	0	3	0
MAP3K7	0	5	4	0	0	0	0	3	2	1	2	2	2	1	5	1	0	1	1	3	0
EPHA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MANEA	0	2	0	1	0	0	0	1	0	1	2	0	0	1	3	0	0	1	2	0	0
FUT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UFL1	1	0	2	1	0	1	0	2	0	0	1	2	2	1	5	0	0	1	1	2	0
GPR63	0	3	2	0	0	0	0	0	1	2	1	0	1	1	0	0	1	1	1	1	0
NDUFAF4	1	3	3	3	0	1	0	4	3	1	3	3	4	5	4	3	1	1	2	2	0
KLHL32	1	3	3	3	0	1	0	4	3	1	3	3	4	5	4	3	1	1	2	2	0
MMS22L	0	1	1	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	1	0
POU3F2	0	0	1	1	0	0	0	1	1	0	2	0	4	1	1	2	0	1	1	1	0
FBXL4	0	1	0	0	0	0	0	2	0	0	1	2	5	2	0	0	0	1	1	1	0
FAXC	0	1	1	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	1	0	0
COQ3	1	1	2	1	0	0	0	1	2	0	2	2	2	3	2	4	2	0	1	2	1
PNISR	1	0	2	1	0	0	0	1	2	0	2	2	1	2	2	3	2	0	0	2	1
USP45	0	3	2	1	0	0	0	2	0	1	1	2	4	3	1	0	0	0	0	0	0
CCNC	0	2	2	3	0	0	0	2	0	1	1	0	5	5	2	0	1	0	0	1	0
SIM1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ASCC3	0	1	2	1	0	0	0	0	1	1	2	1	3	3	2	1	1	2	3	3	0
GRIK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HACE1	0	0	1	3	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	1	0
LIN28B	3	2	3	2	0	0	0	7	2	2	2	4	6	1	7	5	2	3	2	4	0
BVES	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0
POPDC3	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0
PREP	0	1	0	0	0	1	0	2	0	1	1	2	2	2	1	1	0	2	1	2	0
PRDM1	0	6	3	4	0	0	1	4	1	7	8	0	6	4	6	6	0	5	2	3	0
ATG5	1	2	2	1	0	0	0	3	2	2	2	1	5	1	8	2	1	3	2	5	2
AIM1	2	3	2	1	0	0	0	0	1	3	0	2	4	0	1	1	1	4	3	4	0
QRSL1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	2	1	0	0	0	2	0
RTN4IP1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	2	1	0	0	0	2	0
C6orf203	0	3	6	1	0	1	0	1	3	2	1	1	5	1	2	2	2	1	1	2	0
BEND3	0	1	1	0	0	0	0	3	0	0	5	2	4	1	1	2	0	0	0	0	1
PDSS2	1	0	1	0	0	1	0	1	0	1	2	0	0	1	1	0	0	0	0	1	0
SOBP	1	2	2	1	0	1	0	1	0	1	3	0	0	1	2	0	0	1	1	2	0
SEC63	0	4	4	2	0	1	0	5	1	1	1	2	4	4	4	1	1	4	4	1	0
OSTM1	0	1	1	3	0	0	0	1	0	0	4	2	3	2	1	3	0	0	0	1	1
NR2E1	0	2	1	1	0	0	0	1	0	0	2	0	1	3	2	4	0	2	1	3	0
SNX3	1	4	3	2	0	0	0	4	0	2	5	1	3	3	4	2	0	0	0	3	0
LACE1	1	3	3	2	0	0	0	4	0	1	4	1	2	3	1	2	0	0	0	3	0
FOXO3	3	6	6	9	0	0	2	9	7	5	7	8	8	4	9	7	5	6	7	7	0
ARMC2	0	1	1	0	0	0	0	1	0	2	2	0	3	1	2	2	0	1	1	1	0
SESN1	0	1	1	0	0	0	0	5	1	1	3	2	3	1	2	2	0	4	3	3	0
CEP57L1	0	1	1	0	0	0	0	5	1	1	3	2	3	1	2	2	0	4	3	3	0
CD164	2	8	7	7	0	0	0	7	1	3	6	1	5	2	2	6	1	4	2	5	0
SMPD2	1	4	5	3	0	0	0	5	1	1	3	2	5	5	1	3	1	1	1	1	0
PPIL6	1	4	5	3	0	0	0	5	1	1	3	2	5	5	1	3	1	1	1	1	0
MICAL1	0	2	4	2	0	0	0	5	0	1	3	2	4	5	0	2	0	0	0	0	0
ZBTB24	0	1	3	2	0	0	0	4	0	1	3	2	4	5	0	3	0	0	0	0	0
AK9	0	3	3	1	0	0	0	2	1	0	0	0	4	1	0	1	0	0	0	1	0
FIG4	0	3	3	1	0	0	0	2	1	0	0	0	4	1	0	1	0	0	0	1	0
WASF1	1	1	2	2	0	0	0	2	0	1	3	2	2	2	2	2	0	0	0	1	0
CDC40	1	1	2	2	0	0	0	2	0	1	3	2	2	2	2	2	0	0	0	1	0
METTL24	1	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	2	2	1	0
DDO	1	1	0	0	0	0	0	0	1	0	0	0	3	1	3	0	0	1	1	1	0
SLC22A16	0	3	2	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0
AMD1	1	1	3	3	0	0	0	1	0	1	6	1	2	1	5	1	3	0	0	2	0
CDK19	1	1	3	3	0	0	0	1	0	1	6	1	2	1	5	1	3	0	0	2	0
GTF3C6	0	2	4	2	0	0	0	2	0	2	2	3	3	2	2	1	2	3	1	2	0
RPF2	0	2	4	2	0	0	0	2	0	2	2	3	3	2	2	2	2	3	1	2	0
SLC16A10	0	1	1	1	0	0	0	2	0	2	0	0	3	0	1	0	0	0	0	0	0
REV3L	2	6	4	3	0	0	0	4	1	1	3	3	4	1	1	2	1	2	2	4	0
TRAF3IP2	1	8	3	3	0	1	0	5	1	1	2	0	4	3	3	2	0	0	1	0	0
FYN	0	4	4	1	0	0	0	1	1	2	0	0	3	5	4	1	1	3	2	3	0
WISP3	0	1	2	2	0	0	0	1	2	1	2	0	1	1	2	2	0	1	1	2	0
FAM229B	0	2	2	1	0	0	0	0	2	1	0	0	1	1	3	1	0	1	1	2	0
TUBE1	0	2	2	1	0	0	0	0	2	1	0	0	1	1	3	1	0	1	1	2	0
LAMA4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0	0	0	2	0	1	4	1	1	0	0	0	0	0
MARCKS	0	2	1	0	0	0	0	0	0	1	2	0	1	3	0	1	0	0	0	0	0
HDAC2	0	1	1	1	0	0	0	3	1	1	1	2	3	1	2	3	0	2	2	1	0
HS3ST5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
FRK	0	5	2	0	0	0	0	0	3	3	3	0	0	1	0	2	1	2	2	2	0
NT5DC1	0	3	2	0	0	0	0	0	3	1	3	0	1	1	0	1	1	1	1	2	0
TSPYL4	0	4	5	3	0	0	1	4	1	1	3	2	0	5	5	3	0	0	0	3	0
DSE	0	4	5	3	0	0	1	4	1	1	3	2	0	5	5	3	0	0	0	3	0
TSPYL1	0	2	5	3	0	0	0	4	1	1	3	2	0	5	3	3	0	0	0	3	0
FAM26F	0	2	1	1	0	0	0	2	1	2	0	0	2	1	1	1	0	1	3	2	0
FAM26E	0	2	2	1	0	0	0	3	1	2	2	0	4	1	2	5	0	1	3	3	0
FAM26D	1	3	4	2	0	0	0	4	1	2	2	2	7	3	3	7	1	3	3	4	0
TRAPPC3L	1	2	3	1	0	0	0	3	0	0	2	2	6	3	3	6	1	2	2	3	0
RWDD1	1	1	2	1	0	0	0	3	0	0	2	2	5	3	2	6	1	2	1	2	0
